Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Content_%,Temperature_C,Historical_Yield_kg_ha,Crop_Yield_kg_ha
6.72,72.9,51.1,26.8,19.0,30.6,2713.3,2631.6
4.52,27.0,50.3,87.6,48.7,18.8,1942.4,1596.1
7.54,61.3,32.0,81.0,30.0,26.8,3694.5,3622.5
4.64,94.1,75.3,28.8,20.6,19.0,3135.0,2682.2
7.48,41.1,40.9,59.7,43.7,15.0,5093.4,4480.3
5.31,26.7,6.5,39.0,38.5,22.2,6798.6,6565.8
8.33,94.8,31.1,47.5,30.8,17.0,3178.0,2568.1
5.97,51.5,14.8,78.9,45.0,26.0,1373.3,1379.5
5.81,47.6,32.3,68.9,9.2,16.0,6385.7,5682.9
5.1,34.1,50.6,29.1,22.8,25.3,1227.7,1133.5
5.72,90.2,6.7,35.3,41.5,14.7,6716.6,5167.3
8.01,86.1,70.3,33.2,22.4,30.1,4987.5,4246.9
8.49,46.3,50.8,72.5,46.7,32.6,6650.1,5456.1
5.97,12.8,27.2,49.2,11.9,13.3,2198.0,1536.9
6.29,50.2,28.3,86.1,20.1,24.0,1244.2,1326.0
7.39,26.3,39.9,75.3,24.2,12.1,3929.3,3011.8
8.04,22.8,23.6,26.9,35.9,27.9,3703.7,3279.0
6.87,45.4,5.3,72.9,13.8,17.9,2989.0,2843.5
6.07,18.9,7.0,50.5,5.4,25.8,6745.9,6666.6
6.15,96.2,31.8,30.3,48.9,25.5,5935.5,6690.5
7.28,14.3,14.3,39.1,45.4,37.7,4969.5,3871.9
4.51,46.1,6.7,87.8,18.5,26.5,1977.1,1821.1
6.98,24.6,69.4,48.7,26.8,27.5,5405.9,4811.3
5.92,72.0,25.6,67.6,27.0,22.0,5362.1,5519.7
7.68,17.1,42.7,48.2,44.1,38.5,3550.4,2866.0
4.87,59.2,18.5,39.7,31.9,33.3,6548.7,4933.7
6.85,79.6,8.5,73.7,42.2,18.6,2001.9,1999.5
6.42,95.5,60.9,77.9,46.0,35.3,2604.0,2351.6
7.07,72.9,14.4,15.8,30.5,23.0,1379.3,1300.2
4.76,19.0,6.9,32.3,17.8,34.9,5772.7,4651.1
6.82,18.0,49.0,50.6,27.4,34.7,4730.6,3574.7
6.75,75.8,6.0,35.3,43.3,15.7,2889.6,2411.7
6.74,29.4,37.7,72.7,31.3,31.0,1982.9,1987.7
6.91,50.3,26.7,19.2,45.3,18.7,1240.9,1147.5
7.21,97.9,29.0,73.8,45.3,18.9,2000.5,1936.4
7.72,83.8,5.3,59.4,21.8,18.9,3719.7,3391.4
5.58,86.2,77.3,33.1,25.2,31.8,2483.1,2048.4
7.8,87.5,43.8,37.6,35.5,16.9,2553.9,2055.1
6.49,65.8,47.9,24.6,10.0,10.0,6253.5,4932.7
4.81,77.0,55.0,30.2,26.0,31.5,4090.8,3293.1
4.73,42.3,64.8,67.4,11.7,15.1,5375.5,4121.2
5.84,99.9,50.6,40.1,43.2,13.1,1214.3,955.7
7.64,35.2,62.2,65.0,47.4,17.1,3191.0,3015.2
7.33,63.1,38.7,51.1,11.4,21.4,3875.0,3888.9
7.65,35.4,32.8,21.6,35.0,24.3,2118.5,1938.7
6.57,20.1,66.7,49.9,33.6,11.3,1721.1,1364.2
6.26,61.1,69.9,70.5,39.2,39.1,6221.8,5195.7
5.09,41.8,15.3,33.8,36.3,31.5,6636.6,6078.5
5.81,62.5,45.7,61.8,14.8,19.7,1472.8,1313.5
6.24,60.3,56.3,25.9,18.1,19.6,3094.1,2686.5
4.85,58.8,11.3,20.9,12.4,23.5,6749.7,5957.6
5.38,21.1,74.7,38.8,46.5,28.8,1499.0,1510.8
6.89,49.6,44.0,41.1,28.5,14.4,4861.8,4386.0
7.44,83.1,53.4,70.9,48.9,15.7,6833.3,6060.0
8.49,38.4,18.4,46.8,25.2,35.8,6869.3,4760.2
8.23,49.9,24.8,16.5,29.9,17.7,3827.3,2850.0
7.07,54.4,14.1,60.7,40.5,21.4,1976.5,2106.6
6.18,87.6,24.8,47.5,40.9,36.1,2212.5,1852.3
7.04,69.0,41.9,36.5,15.4,29.9,6337.6,6032.2
7.64,19.0,67.5,74.2,18.0,20.3,6470.1,5986.4
4.97,87.9,45.0,22.4,9.4,30.5,4647.3,4239.6
6.14,84.9,23.3,83.1,41.2,10.6,5597.1,4136.4
7.86,77.8,8.3,36.7,40.7,32.1,5439.6,4660.4
6.04,51.9,51.6,46.9,8.7,24.6,4970.9,5354.0
6.79,78.2,36.5,84.3,16.6,34.4,5963.7,5140.8
6.85,53.1,78.8,70.9,25.2,38.6,5112.4,3606.3
5.24,76.3,63.5,15.9,29.4,37.8,4204.0,2948.9
5.95,89.2,65.6,56.3,28.5,37.3,2421.7,1831.4
5.84,90.1,5.9,34.8,49.2,25.4,5463.3,6360.3
4.6,50.9,63.3,50.7,39.4,20.8,3840.6,3296.6
4.6,87.3,19.6,69.4,10.1,24.0,2768.8,2736.9
7.83,19.1,48.9,49.7,18.2,30.7,5811.7,4557.4
5.59,19.2,38.6,15.7,20.5,36.5,5180.3,3656.0
6.57,59.3,47.9,52.4,19.2,16.2,6624.0,6144.8
5.69,68.7,15.0,11.9,40.4,37.5,1992.6,1662.9
8.26,23.8,39.3,37.9,21.2,34.5,4895.1,3504.2
5.54,52.5,7.8,48.2,27.2,39.4,2465.4,1661.6
6.22,18.5,8.1,61.6,29.0,36.4,6421.5,5153.6
7.99,64.2,54.3,50.5,17.2,18.4,1597.0,1227.0
7.87,87.0,76.4,22.2,19.5,13.2,4937.0,4059.1
5.24,76.4,63.3,84.6,40.1,13.4,5746.5,4495.6
7.71,44.0,40.2,62.0,44.0,18.7,3129.5,2818.2
6.33,99.4,9.2,35.4,6.7,28.4,6724.8,5838.5
6.43,69.7,8.4,87.3,32.2,34.1,6104.4,4875.5
5.03,83.4,16.8,80.6,33.5,37.0,2767.7,2108.4
4.82,70.3,78.2,21.5,38.2,28.7,1045.2,897.4
7.41,99.0,34.9,62.4,36.2,10.2,2779.9,2108.3
6.49,83.9,68.3,54.8,44.5,15.6,2687.9,2590.4
6.25,56.7,57.9,25.4,8.5,13.0,6339.8,4409.8
7.42,43.0,50.4,28.7,22.5,20.9,6802.7,6370.9
7.56,71.4,76.1,55.1,40.2,25.0,1422.6,1590.7
5.14,63.1,22.3,35.7,43.1,11.3,3827.8,2784.9
6.94,66.6,39.1,76.8,16.9,20.5,4290.0,4395.2
5.04,40.9,69.9,17.8,31.3,15.4,1557.5,1147.4
7.51,48.6,46.4,83.1,13.1,29.4,3265.0,2849.2
7.13,60.2,23.5,77.2,43.3,23.9,2902.5,2868.0
8.33,85.5,20.7,69.1,37.9,24.9,4216.3,4607.0
4.78,78.7,61.5,31.0,15.0,22.8,4967.1,4355.0
4.73,20.7,6.0,67.2,33.1,38.7,5220.9,3574.5
5.63,32.1,73.6,45.1,27.9,16.4,1820.5,1645.1
5.55,12.4,6.4,60.7,16.6,25.5,5877.7,6136.6
5.49,10.7,52.3,35.0,45.2,32.1,5071.3,4873.8
8.13,30.2,50.4,76.9,11.7,26.7,6334.4,5884.9
5.5,81.9,48.4,13.2,26.0,37.9,3696.0,2852.9
5.59,91.4,40.6,65.3,31.2,21.3,6363.3,5943.6
7.54,45.3,68.9,76.3,42.1,23.9,6194.6,6514.6
6.3,60.7,54.4,61.7,11.8,12.7,3630.5,2711.3
7.61,73.5,63.6,25.4,32.4,28.3,3286.9,3286.6
4.76,95.8,13.7,32.8,5.3,18.6,6596.9,5133.5
6.45,92.2,8.7,51.2,42.0,14.8,5291.0,4958.0
4.63,15.1,7.1,36.4,15.6,26.3,6569.5,5443.7
4.75,32.3,16.0,10.4,37.4,26.0,5781.8,5533.3
8.13,14.4,55.0,13.3,32.1,12.3,4655.8,3371.3
5.06,65.5,42.1,71.4,7.3,30.9,1695.1,1365.2
6.63,73.9,61.4,16.7,13.2,28.7,2748.9,2373.5
6.14,37.7,19.4,84.2,17.0,15.7,6813.1,5269.9
5.89,86.8,32.5,45.4,44.9,24.1,2916.5,3362.7
8.1,50.8,71.6,70.7,26.6,31.6,1559.5,1461.5
4.59,99.9,75.2,20.0,46.1,25.9,5245.3,4823.5
7.16,10.0,74.1,84.1,7.1,21.9,5404.0,4916.7
8.35,19.9,66.4,12.7,5.3,19.7,2712.7,2191.2
6.74,37.2,56.6,13.4,47.7,28.3,2786.0,2798.0
8.25,12.3,73.5,14.4,37.6,38.2,3813.4,2629.5
4.71,80.4,58.6,18.3,40.2,30.2,1130.7,1093.4
6.18,14.7,76.5,48.9,46.2,12.2,5735.9,5003.6
5.54,77.4,6.9,73.1,49.3,23.8,2902.5,2715.6
7.42,14.7,74.1,32.8,9.4,36.7,6122.6,4693.5
8.43,32.7,46.7,69.7,12.1,12.8,5815.8,3754.6
5.53,85.7,13.4,71.9,13.5,39.7,4968.4,3549.8
7.12,95.6,21.1,82.7,41.8,38.5,2949.2,2492.2
5.29,47.3,68.9,21.9,21.0,12.3,4097.9,3100.3
6.76,97.3,43.0,20.8,31.7,38.0,3669.0,2871.8
6.36,66.4,78.7,19.8,43.5,20.9,3033.3,3333.9
8.39,47.4,13.8,38.7,35.7,35.3,6088.8,4895.6
6.93,82.3,35.9,49.2,7.9,22.6,3901.0,3556.1
5.9,36.6,29.9,46.9,25.1,23.2,5996.3,5745.4
4.96,33.9,43.7,30.6,8.0,29.0,1631.3,1473.6
5.1,69.1,52.5,59.8,26.5,33.2,1846.1,1393.6
5.4,45.1,54.6,37.1,14.9,11.0,6863.9,4411.8
5.5,22.2,5.1,39.3,5.1,27.8,4526.6,4315.3
7.9,16.0,11.7,18.4,41.6,15.6,4058.6,2949.7
6.74,80.9,7.6,57.4,48.6,20.4,4138.9,4263.3
6.59,70.8,69.8,62.4,48.4,20.4,2291.6,2252.5
4.96,47.1,28.5,70.6,18.5,24.1,5312.2,5362.5
7.94,90.7,32.5,82.3,42.3,20.0,1508.7,1504.1
7.39,47.0,38.8,71.3,35.5,13.2,4439.9,3835.4
4.77,73.9,68.7,28.9,41.0,14.4,4424.6,3224.7
7.33,91.8,6.1,28.9,43.1,11.0,6485.1,4804.9
6.67,85.7,13.9,83.2,49.1,24.1,4157.1,4611.3
4.83,56.0,56.4,73.2,11.8,38.6,1822.4,1375.7
6.33,71.3,77.3,72.6,39.6,13.5,4436.5,3602.9
6.44,47.2,53.2,67.6,38.0,38.4,1548.0,1130.1
5.16,68.2,24.6,31.4,17.9,32.0,2222.8,1739.2
8.28,33.2,44.0,77.8,22.7,29.1,1186.7,1048.4
7.9,49.1,78.1,21.4,13.0,29.4,4079.8,3710.5
7.18,28.9,44.6,38.0,46.1,34.8,1507.2,1326.2
6.35,13.4,33.0,37.7,44.6,13.2,3816.4,2855.8
6.15,63.0,33.8,54.8,32.6,25.1,6597.7,7331.7
7.1,87.8,77.5,47.1,28.0,30.9,5318.6,5109.0
6.68,12.3,58.9,46.8,15.5,27.6,1464.5,1390.9
4.75,27.6,56.5,54.3,40.5,35.0,2345.3,1891.0
6.55,51.4,22.4,43.2,5.4,12.2,5042.0,3976.4
7.73,69.9,47.0,30.0,25.8,30.7,6368.2,5351.6
6.34,25.4,31.8,63.1,43.7,26.0,1197.5,1379.9
4.71,15.1,23.0,73.3,32.8,21.4,5874.7,4897.4
7.65,56.7,72.2,48.3,33.6,20.2,4370.9,4377.3
5.31,83.7,33.7,62.0,8.2,28.6,4276.5,4048.4
5.53,13.2,26.2,52.8,17.9,36.7,6746.9,5209.4
5.16,41.4,74.9,14.7,35.3,24.9,5485.9,5036.0
5.82,69.7,19.8,43.8,7.2,34.7,6100.7,5239.1
7.53,21.8,60.9,10.8,19.9,22.1,3124.0,2759.9
6.58,31.2,54.0,63.0,20.9,13.1,4326.2,3621.3
5.32,58.2,74.0,50.7,27.4,11.8,4692.4,3768.3
8.01,95.8,67.4,20.1,21.3,11.5,2929.5,1995.8
8.02,35.9,57.9,53.4,25.4,21.4,4421.5,4353.7
7.98,53.9,28.6,81.9,29.6,20.1,2419.9,2221.6
5.46,46.0,42.2,37.2,10.8,31.5,1860.3,1618.9
6.3,90.8,75.8,88.6,13.1,32.3,3243.8,3178.0
8.44,16.5,6.7,86.8,42.5,11.5,5435.7,3902.5
7.59,61.0,64.6,72.8,25.7,16.6,6497.1,5445.7
4.61,86.2,23.9,75.1,21.0,18.2,3746.3,3201.2
4.76,98.9,18.9,42.8,24.5,26.4,4856.9,4631.3
6.36,72.9,22.4,42.2,12.9,14.3,1618.2,1187.9
8.14,44.2,9.5,86.4,15.8,14.0,6426.8,4471.1
6.65,47.1,79.4,39.3,28.2,38.3,4411.6,3111.7
6.49,41.7,70.2,17.7,21.2,34.1,5682.0,4477.2
4.92,64.3,44.1,22.2,26.4,15.4,5766.6,4743.9
7.13,76.5,58.6,66.8,11.7,22.2,2538.9,2195.0
7.79,83.8,46.7,40.6,12.0,20.7,4175.0,3567.8
6.02,47.5,65.9,25.9,22.3,33.7,6762.9,5673.4
7.6,74.5,68.4,75.1,22.0,25.3,1537.8,1691.9
8.36,92.5,22.5,49.1,44.7,13.8,5098.3,3834.2
5.32,92.9,39.5,55.4,6.5,32.2,6773.6,5960.6
6.59,73.4,52.6,22.3,49.7,21.9,2803.5,2857.3
5.65,67.3,78.4,25.4,48.0,17.9,6168.7,5202.6
7.67,57.8,56.2,20.1,29.4,21.3,6601.9,5634.6
6.81,26.5,72.3,51.2,37.3,24.9,5482.5,5772.7
7.04,21.1,68.5,72.1,47.1,20.3,2388.0,2132.0
7.69,53.7,48.7,68.6,16.3,17.3,3004.0,2543.6
6.08,24.3,72.0,30.9,19.2,22.0,1214.9,1162.1
8.16,61.9,33.3,78.1,10.0,10.6,5988.7,4217.4
6.63,68.1,33.4,18.5,30.4,33.2,6097.7,5038.6
5.13,57.3,63.6,19.1,12.2,15.1,4796.3,3760.5
7.28,13.3,15.1,77.9,46.9,11.3,3115.2,2217.1
7.67,15.2,27.9,29.6,24.4,29.6,1460.9,1347.8
5.77,20.2,50.6,66.6,46.4,33.2,5518.3,4705.2
7.93,23.8,36.5,10.7,14.2,34.4,5359.2,4181.7
8.12,99.1,75.6,17.5,36.2,24.8,6475.6,7009.7
5.61,41.0,76.9,58.7,34.1,16.2,5383.2,4603.6
8.43,36.3,42.7,24.6,23.0,32.1,5972.2,4521.8
5.06,14.7,45.4,12.3,45.4,31.0,5475.7,5183.9
5.31,67.2,59.3,47.4,24.6,17.4,4784.1,3958.6
5.24,68.7,39.3,36.4,13.9,37.1,3561.8,2739.8
8.08,25.8,19.3,74.2,49.0,13.1,6412.7,4772.7
7.12,92.7,61.0,75.5,24.9,39.5,4905.8,3520.6
5.11,82.0,60.3,59.2,14.4,35.8,3390.1,2683.8
6.26,30.7,23.4,33.4,21.4,30.6,1500.8,1265.5
6.96,53.7,67.5,46.9,32.6,38.2,2744.2,2293.2
4.83,51.3,51.0,66.2,28.0,31.7,4262.4,3548.6
8.03,41.4,22.7,15.5,33.6,15.7,2653.8,1901.3
7.71,83.6,53.9,36.6,34.8,23.3,2327.4,2211.4
6.52,19.8,22.5,75.8,10.6,12.1,4164.4,3327.5
8.37,47.4,24.9,42.5,19.2,21.7,2018.9,1899.3
6.17,48.5,68.6,60.0,38.7,32.2,5802.5,5439.7
8.44,52.2,74.7,17.7,34.3,21.6,3906.2,3398.5
7.17,87.5,24.3,72.2,9.0,19.9,4443.2,4025.1
7.04,29.6,74.6,18.0,19.2,27.9,1884.3,1915.3
5.16,19.3,22.9,78.9,46.9,36.2,2947.5,2253.5
8.03,65.6,13.8,18.5,43.8,11.4,3460.5,2459.1
6.21,25.6,9.4,81.3,35.2,21.6,5849.3,5796.1
5.15,16.7,23.2,39.1,8.3,14.7,5621.0,4494.4
4.55,48.4,33.9,60.0,32.3,30.9,2337.9,2030.0
6.74,29.8,74.6,77.7,5.5,13.2,4697.1,3438.1
6.61,42.5,23.2,10.8,34.8,29.9,2460.7,2139.1
7.38,33.4,32.4,31.3,37.9,18.6,6929.5,5676.8
8.06,18.3,60.1,82.7,27.4,16.0,6712.7,5915.4
4.82,60.4,27.7,41.1,5.2,38.1,4379.6,3190.0
7.43,12.4,56.3,66.5,35.0,10.6,5193.4,3997.0
5.25,97.0,37.4,21.2,41.9,23.1,5808.6,5747.5
7.93,40.7,19.7,64.3,31.4,10.6,5326.0,3880.4
7.78,72.6,60.1,15.9,36.9,24.5,5199.0,4837.5
6.66,82.9,7.0,67.4,9.1,25.0,6751.3,7061.5
7.34,35.1,26.9,35.9,37.2,19.6,4578.7,4439.1
5.76,77.4,31.7,47.3,32.6,14.0,4817.8,3561.6
6.38,84.9,39.4,23.3,19.9,21.3,6095.6,5645.6
7.79,31.7,56.0,60.2,35.8,30.2,5019.3,4199.2
6.34,99.3,39.5,37.0,34.1,33.5,5397.6,4605.3
5.93,11.9,49.6,40.7,32.0,25.9,2405.0,2561.9
6.48,29.5,49.7,62.2,13.2,27.7,3227.6,3044.8
7.81,80.2,33.0,24.3,18.3,16.0,1883.8,1561.6
5.84,27.5,75.0,78.2,49.6,18.6,4034.6,4029.4
5.2,72.8,76.7,69.1,24.5,14.9,3734.4,3207.3
7.35,87.0,48.6,56.2,7.7,17.5,6983.0,6338.3
7.8,96.3,10.4,20.3,45.5,16.7,4667.3,4064.9
4.9,52.7,41.8,65.0,12.8,25.6,5718.7,5158.9
5.46,97.4,18.8,11.4,23.2,26.9,3004.1,2673.6
5.07,47.0,41.2,74.4,17.5,38.3,5989.3,4284.7
5.89,29.6,19.1,34.3,48.4,15.9,4690.5,3719.5
6.3,56.3,57.8,19.4,22.0,29.3,5182.0,5321.2
7.5,68.5,11.0,23.2,36.9,34.5,2766.6,2250.0
7.1,51.2,76.5,87.1,31.9,26.8,4291.8,4731.3
6.98,61.0,19.7,71.9,6.9,17.7,4804.2,4269.3
5.91,47.5,54.5,29.0,22.3,17.9,4534.6,4241.8
7.87,57.2,73.8,87.1,22.6,11.2,6491.2,5082.9
6.39,95.7,23.6,21.2,49.5,19.2,6389.6,5671.0
8.42,55.0,75.1,68.7,41.5,32.3,6825.9,6124.5
7.04,32.8,34.2,62.5,43.5,11.4,5004.6,3660.1
5.01,78.3,77.0,75.7,19.1,16.6,6831.5,6208.6
7.2,40.4,77.9,40.5,19.8,31.2,5994.9,5630.8
5.8,83.5,19.1,42.1,28.2,33.5,2625.0,2017.7
7.25,15.1,67.3,60.0,33.4,23.7,3564.6,3901.4
4.78,39.9,19.5,41.9,37.8,30.9,2430.4,2010.4
5.2,18.5,22.0,13.3,41.9,21.6,1025.2,933.4
7.92,17.7,11.3,68.4,44.3,14.8,2128.3,1742.2
5.41,69.3,16.7,61.3,6.1,21.9,1024.4,1003.8
7.85,44.7,52.4,43.9,40.8,27.4,5319.0,5589.6
5.62,88.4,38.7,34.2,32.5,38.4,3553.2,2719.8
7.07,56.5,64.3,35.7,28.9,12.1,2875.4,2138.3
7.28,36.6,29.9,69.3,33.3,25.2,5570.3,5468.6
6.55,74.9,77.6,68.3,44.7,19.9,5994.9,5885.9
5.72,66.2,8.7,75.5,29.5,25.2,6851.8,6569.5
5.35,82.0,9.7,71.0,12.3,10.7,4852.1,3504.4
4.63,67.9,57.6,70.6,24.7,19.4,3769.2,3281.0
5.72,25.0,71.6,30.1,46.6,34.6,2831.6,2545.5
7.11,70.3,64.7,18.1,41.7,26.6,2333.9,2207.0
8.25,45.2,41.7,70.9,14.1,23.5,2277.6,2055.0
7.98,51.7,25.2,17.9,37.1,18.6,3455.1,2821.6
7.56,92.9,6.0,88.6,16.5,18.9,6950.7,6140.4
7.65,42.4,43.2,80.0,20.7,21.5,1005.1,925.0
7.16,65.1,40.7,52.7,26.1,35.1,2183.2,1777.2
5.54,42.7,30.8,38.2,24.8,39.0,2130.4,1472.8
8.13,18.5,48.4,52.1,6.3,23.2,5302.7,4963.1
7.18,50.8,59.7,68.7,39.8,21.8,3114.9,3091.4
6.74,63.7,57.6,70.5,43.1,35.4,3743.6,3066.4
4.94,46.7,24.7,15.9,28.9,22.8,1891.7,1763.0
6.29,45.2,48.9,74.4,12.8,26.6,3430.0,3486.1
6.34,83.8,16.2,61.3,16.2,16.9,1619.2,1272.9
7.96,12.7,14.1,13.2,10.7,32.3,4198.3,3109.5
6.69,36.6,63.9,35.1,12.6,26.0,1587.6,1505.1
6.02,83.1,57.0,50.9,44.4,34.3,5743.1,4833.6
8.41,92.8,62.6,25.1,26.6,33.4,4399.6,3370.7
4.94,47.1,16.4,22.4,10.0,16.5,5343.8,3934.1
6.19,90.0,73.6,11.1,16.5,31.5,3511.1,3010.2
4.67,27.9,15.0,82.9,47.7,34.0,3288.9,2901.3
7.46,29.9,70.3,14.5,27.9,20.4,1589.3,1396.6
8.17,86.2,31.4,39.3,28.2,15.2,4143.1,3167.2
5.62,91.3,12.9,26.5,28.7,10.1,4087.0,2776.0
7.93,30.1,26.5,69.3,10.0,23.5,3808.6,3830.2
5.67,15.3,18.6,66.6,48.7,20.6,5443.1,5236.7
8.14,18.1,41.8,74.5,8.8,26.6,5995.0,5561.6
7.52,33.5,76.2,59.3,36.5,15.6,5504.7,4846.7
7.72,78.5,29.6,57.3,7.6,35.8,1863.2,1364.4
4.57,55.9,50.9,42.6,25.0,17.7,4732.4,4234.6
8.35,51.0,71.9,60.9,45.5,16.8,1481.9,1166.8
7.41,62.6,52.3,19.2,39.6,24.4,5167.7,5246.2
5.72,90.1,32.2,64.8,20.1,25.0,3291.0,3122.3
7.82,18.1,79.3,18.3,29.8,16.5,1795.0,1559.1
5.63,72.5,19.1,78.9,12.4,18.2,6172.3,4891.9
7.99,93.4,44.2,50.5,48.0,15.1,4684.1,3943.7
4.95,29.2,64.8,52.4,36.9,31.6,3128.3,2501.3
7.31,85.4,5.0,56.8,21.8,33.1,1184.4,993.2
6.66,72.8,57.7,72.1,19.3,23.9,4223.9,4176.6
4.89,11.3,25.0,48.3,15.7,31.4,6539.4,5775.9
5.47,30.8,17.7,44.2,40.4,32.1,4578.3,3640.4
4.55,64.5,25.6,33.1,24.6,14.1,6829.9,5216.2
6.38,55.2,77.5,20.2,19.9,39.0,1818.7,1421.1
5.71,57.5,71.9,25.2,45.7,34.6,4409.8,4078.1
6.89,30.9,21.0,10.0,11.8,16.1,5788.8,5037.6
5.69,70.8,13.8,79.6,16.9,15.6,4153.2,3715.4
5.7,34.0,32.3,71.2,20.5,13.8,1546.4,1146.7
7.47,45.0,49.4,27.5,16.7,14.2,4497.3,3312.0
4.69,43.2,70.0,10.2,31.3,32.4,4670.4,3773.9
8.11,70.5,77.5,49.4,32.0,24.1,5372.3,5334.0
7.91,18.1,61.3,43.0,7.5,33.5,5567.3,4242.8
7.17,28.5,49.9,72.1,11.5,32.4,5624.6,5011.1
6.87,28.0,15.7,42.2,13.9,28.1,4980.7,4201.3
8.07,19.8,10.6,79.1,8.2,30.6,2294.9,1717.2
5.24,28.7,49.7,17.7,10.6,10.6,3425.4,2414.1
4.82,64.6,45.4,39.3,15.8,19.4,5656.8,5156.7
5.46,75.9,68.5,84.7,20.6,29.1,6720.6,6651.5
7.68,69.4,29.2,10.9,40.6,10.3,1473.7,975.7
4.64,52.8,8.0,41.3,14.8,11.0,4213.2,3060.4
6.83,14.7,36.8,30.8,35.2,35.6,2875.1,2369.3
8.48,96.3,77.7,52.5,7.6,30.5,2352.4,2074.3
7.92,25.1,64.7,32.3,34.6,18.0,4034.9,3246.4
6.59,70.2,7.5,79.6,40.8,30.6,4636.5,4536.9
4.75,92.2,70.6,85.0,32.2,33.8,1058.6,852.7
7.83,72.8,40.4,77.9,14.1,19.2,5681.2,5395.9
6.9,29.6,32.4,41.9,19.9,11.1,5919.3,4310.1
4.96,38.4,31.0,89.2,41.2,38.0,6793.1,5352.5
4.88,12.7,49.6,68.8,24.4,20.4,2083.9,1868.7
8.14,65.1,44.8,38.4,16.5,13.2,4567.3,3067.2
7.18,65.2,54.2,17.5,47.0,24.8,3559.8,3807.1
7.82,75.3,48.0,63.4,33.7,33.1,3009.0,2590.9
8.02,11.0,15.8,68.3,41.3,16.6,4393.8,3790.1
6.79,83.6,24.3,19.8,6.1,18.1,5694.3,4728.4
6.57,76.5,68.1,54.0,20.3,17.3,1138.3,1097.6
6.22,22.7,54.7,89.0,25.7,39.8,6816.4,5174.8
5.77,41.3,38.6,36.1,31.4,15.9,5859.3,4453.9
6.24,67.5,18.7,34.2,13.5,27.3,5506.9,5543.5
7.6,54.6,5.6,82.3,27.4,37.8,5562.3,4495.5
6.91,20.4,28.4,19.4,35.9,14.4,3334.4,2815.3
8.07,17.9,9.1,84.7,20.6,39.1,5509.7,3694.8
6.27,80.3,41.2,72.4,36.1,38.4,3320.6,2688.3
6.93,24.0,66.6,41.3,22.5,36.5,6392.2,4721.0
7.03,25.5,26.4,16.7,26.1,16.4,2063.3,1756.8
6.87,84.8,68.6,11.5,11.0,29.0,2754.1,2576.9
7.31,65.1,57.8,40.1,34.3,32.8,4308.0,3424.9
5.45,64.4,14.4,66.4,15.1,39.6,2915.3,1957.9
6.55,53.1,53.3,49.0,42.3,15.4,3545.4,2945.7
4.92,61.2,16.4,69.1,29.9,33.0,3954.5,3200.9
6.04,64.2,54.1,63.6,30.2,20.2,6138.1,5564.3
6.45,97.1,15.7,55.8,46.1,15.3,4139.2,3945.6
7.11,30.1,34.4,87.4,12.5,22.6,3174.8,3152.3
8.3,29.3,47.5,68.3,28.9,33.8,2486.4,2084.9
6.9,15.1,8.8,83.2,22.2,23.9,3452.1,3346.1
7.47,69.2,16.5,29.4,48.5,26.1,4094.4,3766.5
6.53,59.4,29.0,67.1,40.7,39.9,5476.7,3968.8
7.04,20.0,39.7,57.8,39.1,22.0,1726.3,1790.4
4.78,42.8,69.4,83.9,14.2,28.5,2329.7,2128.2
5.52,26.1,19.0,50.8,15.7,21.0,3277.9,2956.8
5.95,39.8,31.1,32.4,6.3,21.8,3162.4,2769.0
6.39,95.6,40.7,40.8,33.7,30.9,3350.5,2926.3
4.68,71.5,27.2,27.5,21.7,38.1,5761.1,4271.3
5.06,10.7,51.9,27.6,19.0,26.3,2944.9,2483.9
5.61,32.7,24.2,47.6,33.7,33.1,4011.4,3113.8
8.39,10.9,62.9,81.4,42.3,12.7,4743.4,3412.1
5.83,74.3,42.9,25.3,11.0,16.3,2393.1,1993.9
6.43,52.2,11.5,33.0,46.3,25.1,5312.2,6305.2
5.28,99.5,52.0,78.2,6.5,10.6,4282.7,2753.7
6.94,76.0,47.7,37.1,9.3,17.6,3680.7,3145.2
5.62,56.6,30.4,87.0,42.7,25.5,5858.7,6257.7
5.33,82.4,5.8,31.5,27.2,10.4,2461.0,1842.3
6.57,73.4,20.1,45.4,47.3,17.9,6299.1,6168.1
4.52,31.9,35.4,17.6,25.8,25.4,4366.3,4309.4
4.53,57.7,20.0,89.4,46.7,27.2,4655.0,4481.5
5.38,60.0,48.3,81.2,15.8,37.8,6250.4,4566.9
4.65,50.6,58.4,75.4,32.7,29.4,5905.5,5446.2
4.93,26.1,69.2,22.6,49.8,22.4,4609.4,4789.9
5.86,30.1,53.5,87.5,21.9,37.9,5519.1,4248.9
7.71,35.3,56.7,84.3,5.1,33.5,3599.9,2944.4
6.79,10.9,50.6,44.9,7.9,16.0,4284.3,3384.9
6.55,92.5,78.9,64.5,43.7,13.9,1372.4,1226.4
5.67,71.7,24.6,89.4,27.1,30.3,1539.1,1456.7
8.23,72.1,25.0,42.8,29.2,26.8,5976.6,5894.2
6.09,61.5,14.5,19.0,41.0,33.7,1358.0,1198.2
4.85,72.0,41.4,79.4,41.5,32.2,2016.4,1651.6
6.97,98.4,12.2,48.1,26.5,28.8,5775.0,5648.7
4.96,44.7,25.3,89.0,43.6,39.6,1006.9,696.2
